#Lambda		C1		C2		D0
1.000000	-24.865314	-44.452881	-1.090890
1.250000	-39.701653	-63.713196	7.038951
1.500000	-58.014429	-86.452591	20.215887
1.750000	-79.804432	-112.670937	39.352447
2.000000	-105.072079	-142.367920	65.398024
2.250000	-133.817606	-175.543495	99.360264
2.500000	-166.041167	-212.197571	142.312382
2.750000	-201.742841	-252.330353	195.411046
3.000000	-240.922703	-295.941406	259.914609
3.250000	-283.580794	-343.030983	337.185927
3.500000	-329.717148	-393.599060	428.727069
3.750000	-379.331792	-447.645454	536.167894
4.000000	-432.424733	-505.170349	661.319374
4.500000	-549.045587	-630.655548	972.883628
5.000000	-679.579793	-770.054016	1381.913369
5.500000	-824.027382	-923.366302	1911.066441
6.000000	-982.388428	-1090.592316	2588.121061
6.500000	-1154.662904	-1271.731659	3447.416722
7.000000	-1340.850860	-1466.784790	4531.265494
7.500000	-1540.952314	-1675.751495	5892.121670
8.000000	-1754.967263	-1898.631287	7594.603203
8.500000	-1982.895717	-2135.424988	9720.229049
9.000000	-2224.737643	-2386.132385	12367.676809
9.500000	-2480.493135	-2650.753189	15662.699273
10.000000	-2750.162114	-2929.287720	19760.444731
